Disease,week_of_year,district,state_ut,temp_celsius,preci,Cases
Acute Diarrhoeal Disease,44,Nizamabad,Telangana,32.3366666,0.008511626,27
Acute Diarrhoeal Disease,44,Rangareddy,Telangana,33.895,0.011331988,27
Cholera,44,Rampurhat,West Bengal,29.274,0.00180065,102
Acute Diarrhoeal Disease,44,Golaghat,Assam,26.842,0.089630117,35
Malaria,44,Marigaon,Assam,28.186,0.036934019,7
Acute Diarrhoeal Disease,44,Tinsukia,Assam,25.5633334,0.536567427,79
Dengue,44,Bastar,Chhattisgarh,25.74,1.282190319,23
Dengue,44,Bastar,Chhattisgarh,30.6833334,0.001025962,5
Dengue,44,Bastar,Chhattisgarh,25.37,0.650486009,64
Dengue,44,Guna,Madhya Pradesh,39.4833334,0.001966975,10
Cholera,44,Ludhiana,Punjab,29.3033334,1.4236118,75
Cholera,44,Ludhiana,Punjab,28.79,0.608094472,12
Acute Diarrhoeal Disease,44,Siddharth Nagar,Uttar Pradesh,-2.41,2.048736145,32
Acute Diarrhoeal Disease,44,Siddharth Nagar,Uttar Pradesh,28.52,0.700303173,10
Acute Diarrhoeal Disease,44,Siddharth Nagar,Uttar Pradesh,28.23,0.721071779,33
Malaria,44,Gadchiroli,Maharashtra,30.2066666,0.005320785,114
Acute Diarrhoeal Disease,44,Ludhiana,Punjab,37.7966666,0.133885578,79
Dengue,44,Ganganagar,Rajasthan,32.7166666,0.047422867,126
Acute Diarrhoeal Disease,45,Srikakulam,Andhra Pradesh,29.1333334,0.032468018,36
Malaria,45,Tumkur,Karnataka,29.275,0.095490425,21
Acute Diarrhoeal Disease,45,Bhadrak,Odisha,29.762,0.064591212,14
Acute Diarrhoeal Disease,45,Keonjhar,Odisha,26.6733334,0.05571721,7
Cholera,45,Birbhum,West Bengal,28.586,0.011470961,117
Cholera,45,Birbhum,West Bengal,29.6833334,0.001771064,49
Dengue,45,Nadia,West Bengal,27.135,0.618563337,479
Chikungunya,46,Kalaburagi,Karnataka,39.162,5.29E-05,33
Acute Diarrhoeal Disease,46,Belagavi,Karnataka,33.5,9.41E-05,10
Dengue,46,Raichur,Karnataka,38.426,5.29E-05,12
Acute Diarrhoeal Disease,46,Wayanad,Kerala,26.126,0.049504997,12
Acute Diarrhoeal Disease,46,Nizamabad,Telangana,33.71,5.68E-05,27
Dengue,46,Nizamabad,Telangana,31.938,0.016858146,591
Dengue,46,Nagpur,Maharashtra,32.0133334,0.022592162,15
Dengue,46,Nagpur,Maharashtra,24.97,1.360221284,18
Dengue,46,Nagpur,Maharashtra,28.46,0.602367431,52
Dengue,46,Sholapur,Maharashtra,40.43,0.011006448,16
Dengue,46,Sholapur,Maharashtra,38.894,0.007979888,7
Malaria,46,Rewa,Madhya Pradesh,34.8,0.003246937,91
Acute Diarrhoeal Disease,46,Alwar,Rajasthan,34.6566666,0.035192322,107
Acute Diarrhoeal Disease,47,Khowai,Tripura,25.946,0.002108317,15
Acute Diarrhoeal Disease,47,Kolhapur,Maharashtra,33.114,0.023032841,71
Dengue,47,Nashik,Maharashtra,31.018,0.199977881,14
Chikungunya,47,Nashik,Maharashtra,34.894,0.002332052,30
Dengue,48,Godda,Jharkhand,28.538,1.60E-05,16
Dengue,48,Akola,Maharashtra,34.058,6.66E-05,14
Acute Diarrhoeal Disease,48,Damoh,Madhya Pradesh,29.09,4.47E-05,18
Dengue,48,Puducherry & Karaikal,Puducherry,26.61,0.70384674,49
Dengue,48,Muzaffarpur,Bihar,30.446,0.061301834,47
Dengue,48,Pune,Maharashtra,30.778,0.343566759,51
Acute Diarrhoeal Disease,48,Rewa,Madhya Pradesh,30.5166666,2.62E-05,10
Chikungunya,48,Bhind,Madhya Pradesh,33.154,0.00042293,45
Chikungunya,49,Kalaburagi,Karnataka,33.79,0.007915876,37
Acute Diarrhoeal Disease,49,Barpeta,Assam,24.7633334,0.001068049,14
Acute Diarrhoeal Disease,49,Jamui,Bihar,30.6366666,0.455808117,33
Dengue,49,Purnia,Bihar,27.01,4.39E-05,32
Malaria,49,Bareilly,Uttar Pradesh,29.33,0.786483871,36904
Acute Diarrhoeal Disease,49,Jaunpur,Uttar Pradesh,24.97,0.732729757,45
Acute Diarrhoeal Disease,49,Jaunpur,Uttar Pradesh,28.83,0.519857976,24
Acute Diarrhoeal Disease,49,Srikakulam,Andhra Pradesh,28.242,0.000117,39
Acute Diarrhoeal Disease,50,Nalanda,Bihar,24.7633334,3.61E-05,65
Dengue,50,Akola,Maharashtra,30.794,0.019396024,8
Chikungunya,50,Dharmapuri,Tamil Nadu,28.2,0.040825788,22
Acute Diarrhoeal Disease,50,Nainital,Uttarakhand,15.566,0.020354297,9
Dengue,50,Bastar,Chhattisgarh,28.534,5.01E-05,5
Dengue,50,Dhanbad,Jharkhand,28.385,4.56E-05,10
Acute Diarrhoeal Disease,50,Nagpur,Maharashtra,33.39,9.50E-06,91
Dengue,50,Satara,Maharashtra,34.754,0.161002718,64
Chikungunya,50,Satara,Maharashtra,26.03,0.200828472,7
Chikungunya,50,Puducherry,Puducherry,29.77,0.020624963,32
Acute Diarrhoeal Disease,51,Agartala,Tripura,25.042,3.43E-05,102
Acute Diarrhoeal Disease,52,Chikkaballapura,Karnataka,31.0066666,0.001765756,17
Acute Diarrhoeal Disease,52,S.A.S Nagar,Punjab,17.3733334,7.52E-05,12
Malaria,52,Tiruvarur,Tamil Nadu,26.0366666,0.530880705,31
Acute Diarrhoeal Disease,1,East Godavari,Andhra Pradesh,27.242,0.000229435,15
Acute Diarrhoeal Disease,1,Kondagaon,Chhattisgarh,27.1166666,7.28E-05,30
Malaria,1,Sindhudurg,Maharashtra,30.6533334,7.16E-05,2
Acute Diarrhoeal Disease,1,Cuddalore,Tamil Nadu,30.0466666,0.031677761,12
Acute Diarrhoeal Disease,1,Cuddalore,Tamil Nadu,30.0466666,0.031677761,20
Dengue,1,Tiruvannamalai,Tamil Nadu,32.43,0.001709245,21
Dengue,1,Virudhunagar,Tamil Nadu,32.185,0.031374693,27
Dengue,1,Nagercoil,Tamil Nadu,31.83,0.176455199,12
Chikungunya,2,Mandya,Karnataka,31.3566666,4.41E-05,20
Acute Diarrhoeal Disease,2,Nayagarh,Odisha,27.162,0.005766175,13
Dengue,2,Ramanathapuram-Paramakudi,Tamil Nadu,35.74,0.000158514,65
Dengue,2,Tirunelveli- Sankarankovil,Tamil Nadu,32.814,0.000622857,142
Chikungunya,2,Shimoga,Karnataka,33.1033334,0.000187073,26
Chikungunya,2,Latur,Maharashtra,31.666,5.96E-05,35
Acute Diarrhoeal Disease,2,Nizamabad,Telangana,31.51,3.46E-05,80
Acute Diarrhoeal Disease,3,Chandigarh,Chandigarh,14.958,0.010618252,246
Malaria,3,Sindhudurg,Maharashtra,29.354,6.23E-05,1
Cholera,3,S.A.S Nagar,Punjab,13.842,0.133554989,103
Acute Diarrhoeal Disease,3,Sepahijala,Tripura,22.3333334,6.23E-05,19
Dengue,3,Mandya,Karnataka,32.7,6.32E-05,65
Acute Diarrhoeal Disease,3,Koraput,Odisha,27.5366666,0.000356363,15
Acute Gastroenteritis,5,Anand,Gujarat,29.462,2.46E-05,69
Chikungunya,5,Porbandar,Gujarat,33.634,4.44E-05,44
Chikungunya,5,Chamarajanagar,Karnataka,33.4566666,0.32324368,46
Chikungunya,5,Tumkur,Karnataka,33.35,0.118628633,25
Acute Diarrhoeal Disease,5,Wayanad,Kerala,27.495,0.58609349,11
Acute Diarrhoeal Disease,5,Koraput,Odisha,30.71,0.025490845,21
Acute Diarrhoeal Disease,6,Mandi,Himachal Pradesh,10.875,0.216280932,81
Acute Gastroenteritis,6,Kupwara,Jammu and Kashmir,-13.47,0.43582345,17
Dengue,6,Chitradurga,Karnataka,38.7866666,6.69E-05,31
Dengue,6,Kolar,Karnataka,35.234,0.000114801,48
Acute Diarrhoeal Disease,6,Koraput,Odisha,30.71,0.025490845,1
Acute Diarrhoeal Disease,6,Villupuram - Kallakurichi,Tamil Nadu,30.63,0.002099677,16
Acute Diarrhoeal Disease,6,North Tripura,Tripura,24.55,8.98E-05,23
Acute Diarrhoeal Disease,7,Cachar,Assam,25.326,8.05E-05,12
Acute Diarrhoeal Disease,7,Purnia,Bihar,24.6766666,0.000135762,52
Chikungunya,7,Tumkur,Karnataka,36.066,3.36E-05,35
Chikungunya,7,Yadgiri,Karnataka,34.906,4.43E-05,10
Acute Diarrhoeal Disease,7,Bolangir,Odisha,32.2033334,3.96E-05,24
Acute Diarrhoeal Disease,7,Tiruvannamalai,Tamil Nadu,32.81,0.010866503,55
Acute Diarrhoeal Disease,7,Siddharth Nagar,Uttar Pradesh,21.502,0.012549425,15
Acute Diarrhoeal Disease,8,East Singhbhum,Jharkhand,32.39,0.000152344,40
Acute Diarrhoeal Disease,8,Angul,Odisha,31.61,0.000284486,10
Acute Gastroenteritis,9,Patan,Gujarat,37.98,6.74E-05,59
Acute Diarrhoeal Disease,9,Rajkot,Gujarat,40.3266666,7.26E-05,23
Cholera,9,S.A.S Nagar,Punjab,23.7266666,0.006693406,135
Acute Diarrhoeal Disease,9,Salem,Tamil Nadu,37.975,0.000497061,4
Acute Diarrhoeal Disease,9,Villupuram- Kallakurichi,Tamil Nadu,37.29,0.004245534,29
Acute Gastroenteritis,9,Dhalai,Tripura,26.29,0.064348632,6
Acute Diarrhoeal Disease,9,Dibrugarh,Assam,24.9666666,0.012404683,21
Acute Diarrhoeal Disease,9,Salem,Tamil Nadu,37.42,0.000398669,16
Acute Diarrhoeal Disease,10,Chandigarh,Chandigarh,23.42,0.036205733,64
Acute Diarrhoeal Disease,10,Ramanagara,Karnataka,34.706,0.04138587,23
Acute Diarrhoeal Disease,10,Koraput,Odisha,35.53,7.10E-05,7
Acute Diarrhoeal Disease,10,Bathinda,Punjab,22.87,0.001377837,12
Dengue,10,Ramanathapuram-Paramakudi,Tamil Nadu,38.97,0.228051367,14
Acute Diarrhoeal Disease,10,North 24 Parganas,West Bengal,27.255,0.407590899,48
Acute Diarrhoeal Disease,10,Gariyaband,Chhattisgarh,32.97,8.38E-05,55
Chikungunya,11,Kadapa,Andhra Pradesh,39.062,0.013133353,32
Dengue,11,Ramanathapuram- Paramakudi,Tamil Nadu,36.79,0.211254101,49
Chikungunya,12,Mahesana,Gujarat,37.54,5.77E-05,18
Acute Gastroenteritis,12,Leh,Jammu and Kashmir,2.6733334,0.356716709,25
Acute Diarrhoeal Disease,12,Katni,Madhya Pradesh,33.1933334,0.036691794,106
Acute Diarrhoeal Disease,12,Khargone,Madhya Pradesh,41.04,8.95E-05,29
Acute Gastroenteritis,12,Akola,Maharashtra,44.7533334,0.000265224,17
Acute Gastroenteritis,12,Dhule,Maharashtra,41.4733334,8.94E-05,11
Acute Diarrhoeal Disease,12,Banswara,Rajasthan,37.9166666,7.63E-05,100
Dengue,12,Dindigul,Tamil Nadu,36.26,0.118395557,34
Dengue,12,Tiruvannamalai,Tamil Nadu,38.3433334,0.04302942,35
Acute Diarrhoeal Disease,12,Burdwan,West Bengal,31.966,0.024624584,27
Dengue,12,Chittoor,Andhra Pradesh,32.97,0.00027002,63
Acute Diarrhoeal Disease,12,North 24 Parganas,West Bengal,27.255,0.407590899,48
Acute Diarrhoeal Disease,13,Ernakulam,Kerala,32.54,0.082044476,35
Acute Diarrhoeal Disease,13,Gurdaspur,Punjab,26.83,6.85E-05,57
Acute Diarrhoeal Disease,13,Salem,Tamil Nadu,40.95,0.020252622,14
Dengue,13,Virudhunagar,Tamil Nadu,43.79,0.00086061,42
Acute Diarrhoeal Disease,13,Dibrugarh,Assam,19.53,0.539816578,8
Chikungunya,13,Junagarh,Gujarat,41.418,0.000131604,22
Acute Diarrhoeal Disease,14,Kadapa,Andhra Pradesh,40.554,0.001862683,48
Acute Diarrhoeal Disease,14,Madhubani,Bihar,27.526,0.057337521,21
Dengue,14,Junagadh,Gujarat,45.102,0.000374045,66
Dengue,14,Ballari,Karnataka,45.922,5.98E-05,58
Dengue,14,Raichur,Karnataka,46.49,7.11E-05,14
Dengue,14,Ernakulam,Kerala,31.02,0.077242375,13
Acute Diarrhoeal Disease,14,Koraput,Odisha,38.778,0.020754724,13
Acute Diarrhoeal Disease,14,Sivaganga,Tamil Nadu,41.6466666,0.000940663,23
Acute Diarrhoeal Disease,14,Siddharth Nagar,Uttar Pradesh,30.3666666,0.004839875,16
Acute Diarrhoeal Disease,14,Tirunelveli,Tamil Nadu,39.41,0.016388065,12
Acute Diarrhoeal Disease,15,Chirang,Assam,20.995,1.017577064,12
Chikungunya,15,Hassan,Karnataka,36.358,0.003641964,25
Acute Diarrhoeal Disease,15,Rupnagar,Punjab,28.4833334,0.198730573,25
Acute Diarrhoeal Disease,15,Salem,Tamil Nadu,38.295,0.019175726,16
Dengue,15,Kamrup,Assam,22.9533334,0.018821342,33
Chikungunya,15,Junagadh,Gujarat,47.034,9.09E-05,60
Dengue,15,Palakkad,Kerala,35.222,0.087884912,35
Dengue,15,Thrissur,Kerala,29.858,0.18677331,8
Dengue,16,Bagalkot,Karnataka,46.978,9.12E-05,20
Acute Diarrhoeal Disease,16,Haveri,Karnataka,35.3466666,0.031119287,14
Acute Diarrhoeal Disease,16,Koraput,Odisha,39.7866666,0.000150547,27
Acute Diarrhoeal Disease,16,West Tripura,Tripura,27.435,0.104539568,131
Dengue,16,Ratnagiri,Maharashtra,39.6966666,0.000618316,18
Dengue,16,Ernakulam,Kerala,31.02,0.077242375,43
Dengue,16,Palakkad,Kerala,35.222,0.087884912,64
Dengue,16,Thrissur,Kerala,29.858,0.18677331,36
Acute Diarrhoeal Disease,17,Gariyaband,Chhattisgarh,41.19,0.00555816,15
Acute Diarrhoeal Disease,17,Mysuru,Karnataka,34.555,0.17575249,40
Acute Diarrhoeal Disease,17,Rewa,Madhya Pradesh,44.19,6.25E-05,20
Acute Diarrhoeal Disease,17,Banswara,Rajasthan,41.546,0.003079595,29
Acute Gastroenteritis,17,Poonch,Jammu and Kashmir,24.206,0.042667538,35
Dengue,17,Davangere,Karnataka,41.19,0.001408977,26
Acute Diarrhoeal Disease,17,Tumkur,Karnataka,40.486,0.00020196,13
Dengue,17,Kollam,Kerala,29.554,0.298042868,30
Dengue,18,Tumkur,Karnataka,40.594,0.011112976,13
Acute Diarrhoeal Disease,18,Raisen,Madhya Pradesh,47.746,0.00013154,25
Acute Diarrhoeal Disease,18,Ujjain,Madhya Pradesh,45.414,0.000900868,62
Acute Diarrhoeal Disease,18,Satara,Maharashtra,48.486,0.000889276,71
Acute Diarrhoeal Disease,18,Krishnagiri,Tamil Nadu,39.1366666,0.01496515,32
Acute Diarrhoeal Disease,18,Rae-Bareilly,Uttar Pradesh,39.17,0.034561159,15
Dengue,18,Mandya,Karnataka,32.894,0.111929558,15
Acute Diarrhoeal Disease,19,Kurnool,Andhra Pradesh,45.51,0.040576484,28
Acute Diarrhoeal Disease,19,Madhubani,Bihar,30.2033334,0.113903533,23
Chikungunya,19,Hassan,Karnataka,38.354,0.170913066,35
Acute Diarrhoeal Disease,19,Haveri,Karnataka,36.0933334,0.132151798,28
Acute Diarrhoeal Disease,19,Khargone,Madhya Pradesh,49.94,0.013216453,29
Acute Diarrhoeal Disease,19,Khargone,Madhya Pradesh,49.94,0.013216453,55
Acute Diarrhoeal Disease,19,Patiala,Punjab,38.394,0.019486797,22
Acute Diarrhoeal Disease,19,Udaipur,Rajasthan,45.33,0.01242968,388
Acute Diarrhoeal Disease,19,Hardoi,Uttar Pradesh,42.0333334,0.018664903,121
Acute Diarrhoeal Disease,19,Mirzapur,Uttar Pradesh,44.9566666,0.001518857,69
Dengue,19,Malappuram,Kerala,31.28,0.31296643,46
Acute Diarrhoeal Disease,20,Karimganj,Assam,28.318,0.329712534,12
Dengue,20,Prakasam,Andhra Pradesh,42.046,0.060407407,28
Acute Diarrhoeal Disease,20,Kawardha,Chhattisgarh,43.134,0.063469989,30
Acute Diarrhoeal Disease,20,Chikkaballapura,Karnataka,37.67,0.170989782,20
Acute Diarrhoeal Disease,20,Jalgaon,Maharashtra,48.3666666,0.001874754,43
Acute Diarrhoeal Disease,20,Wardha,Maharashtra,45.978,0.024172789,232
Acute Diarrhoeal Disease,20,Khargone,Madhya Pradesh,48.9666666,0.006086725,85
Acute Diarrhoeal Disease,20,Tengnoupal,Manipur,27.8133334,0.188518107,20
Acute Diarrhoeal Disease,20,Churu,Rajasthan,46.018,0.025313871,30
Acute Diarrhoeal Disease,20,Virudhunagar,Tamil Nadu,39.445,0.128187451,20
Acute Diarrhoeal Disease,20,Adilabad,Telangana,47.8833334,0.052074002,18
Dengue,20,Kollam,Kerala,30.658,0.217664275,42
Dengue,20,Kollam,Kerala,31.39,0.273253166,30
Dengue,20,Malappuram,Kerala,34.1,0.66573831,79
Acute Diarrhoeal Disease,20,Chandauli,Uttar Pradesh,42.28,0.061060848,13
Acute Diarrhoeal Disease,21,Kadapa,Andhra Pradesh,42.4233334,0.039405272,62
Acute Diarrhoeal Disease,21,Sonitpur (Tezpur),Assam,30.89,0.412994232,48
Acute Diarrhoeal Disease,21,Balodabazar,Chhattisgarh,46.69,0.000746164,28
Acute Diarrhoeal Disease,21,Janjgir,Chhattisgarh,42.6433334,0.000654275,17
Acute Diarrhoeal Disease,21,Patan,Gujarat,45.0566666,0.000284519,147
Acute Diarrhoeal Disease,21,Mandi,Himachal Pradesh,27.17,0.263655217,21
Dengue,21,Chitradurga,Karnataka,40.84,0.021038716,17
Dengue,21,Ernakulam,Kerala,30.29,0.956822751,14
Acute Diarrhoeal Disease,21,Chandrapur,Maharashtra,43.5866666,0.013576617,92
Acute Diarrhoeal Disease,21,Bolangir,Odisha,45.4033334,0.038493934,19
Dengue,21,Nagapattinam,Tamil Nadu,40.67,0.195868263,23
Acute Diarrhoeal Disease,21,Udhagamandalam,Tamil Nadu,29.4233334,1.190697949,18
Malaria,21,Dhalai,Tripura,26.5533334,0.093054636,39
Acute Diarrhoeal Disease,21,Kaushambi,Uttar Pradesh,40.1,0.033151919,39
Acute Diarrhoeal Disease,21,Amethi,Uttar Pradesh,40.758,0.053521017,6
Dengue,21,Mandya,Karnataka,38.06,0.079727668,60
Dengue,21,Malappuram,Kerala,33.1466666,0.801672741,29
Acute Diarrhoeal Disease,21,Khargone,Madhya Pradesh,48.9666666,0.006086725,36
Acute Diarrhoeal Disease,21,Fatehpur,Uttar Pradesh,42.28,0.022901725,15
Acute Diarrhoeal Disease,22,Kurnool,Andhra Pradesh,43.87,0.006801796,43
Acute Gastroenteritis,22,Dibang Valley,Arunachal Pradesh,26.69,2.026425866,28
Acute Diarrhoeal Disease,22,Kondagaon,Chhattisgarh,40.43,0.063597754,17
Cholera,22,Gandhinagar,Gujarat,40.95,0.005320479,101
Chikungunya,22,Junagadh,Gujarat,40.962,0.020679876,13
Acute Diarrhoeal Disease,22,Mandi,Himachal Pradesh,29.0633334,0.147453739,13
Dengue,22,Davanagere,Karnataka,41.145,0.095758435,28
Malaria,22,Raichur,Karnataka,41.31,0.034193289,4
Chikungunya,22,Tumkur,Karnataka,32.71,0.209471642,39
Dengue,22,Alappuzha,Kerala,31.01,1.965705483,8
Acute Diarrhoeal Disease,22,Umaria,Madhya Pradesh,43.02,0.125741258,16
Acute Diarrhoeal Disease,22,Jalgaon,Maharashtra,48.262,0.005828845,110
Acute Diarrhoeal Disease,22,Bolangir,Odisha,45.0466666,0.031464951,5
Dengue,22,Theni,Tamil Nadu,39.0833334,0.182143405,31
Acute Diarrhoeal Disease,22,Mirzapur,Uttar Pradesh,41.17,0.107414924,25
Acute Encephalitis Syndrome,22,Dibrugarh,Assam,26.85,0.100789256,18
Acute Encephalitis Syndrome,22,Sibsagar,Assam,20.6433334,0.014102699,24
Dengue,22,Gir Somnath,Gujarat,42.5066666,0.002096745,12
Dengue,22,Thrissur,Kerala,29.6766666,0.598148184,11
Dengue,22,Nagercoil,Tamil Nadu,41.322,0.008152987,18
Dengue,22,Malappuram,Kerala,31.28,0.31296643,65
Dengue,22,Malappuram,Kerala,33.1466666,0.801672741,35
Acute Diarrhoeal Disease,23,Tinsukia,Assam,31.23,1.012743797,22
Acute Gastroenteritis,23,Nawada,Bihar,42.862,0.082275505,33
Acute Diarrhoeal Disease,23,Nawada,Bihar,41.8,0.053688844,19
Acute Diarrhoeal Disease,23,Banaskantha,Gujarat,38.034,0.026364632,25
Dengue,23,Haveri,Karnataka,32.3966666,0.529429494,31
Acute Diarrhoeal Disease,23,Aurangabad,Maharashtra,43.95,0.200892408,181
Malaria,23,Sindhudurg,Maharashtra,30.7833334,0.329188217,93
Acute Diarrhoeal Disease,23,Tiruppur,Tamil Nadu,42.7833334,0.306516412,25
Acute Diarrhoeal Disease,23,Rewa,Madhya Pradesh,44.9566666,0.017470108,24
Malaria,23,Hardoi,Uttar Pradesh,36.2033334,0.060066551,6
Acute Diarrhoeal Disease,24,Srikakulam,Andhra Pradesh,27.67,0.879243788,16
Acute Diarrhoeal Disease,24,Balod,Chhattisgarh,36.3366666,0.462617882,101
Acute Diarrhoeal Disease,24,Bilaspur,Chhattisgarh,41.69,0.10237009,558
Cholera,24,Gandhi Nagar,Gujarat,46.11,5.35E-05,71
Acute Diarrhoeal Disease,24,Surendranagar,Gujarat,37.29,0.008551701,102
Acute Diarrhoeal Disease,24,Kangra,Himachal Pradesh,30.3166666,0.230533477,40
Acute Diarrhoeal Disease,24,Mandi,Himachal Pradesh,28.73,0.127655544,60
Dengue,24,Tiruchirapalli,Tamil Nadu,39.2366666,0.135872789,19
Acute Diarrhoeal Disease,24,Mau,Uttar Pradesh,35.715,0.124636874,11
Chikungunya,24,Tumkur,Karnataka,36.2033334,0.342897406,13
Chikungunya,24,Satara,Maharashtra,39.89,0.249049925,32
Cholera,25,Chandigarh,Chandigarh,37.8366666,0.008095585,3
Acute Diarrhoeal Disease,25,Raigarh,Chhattisgarh,37.345,0.277176835,47
Dengue,25,Chikkaballapur,Karnataka,34.05,0.277247873,12
Acute Diarrhoeal Disease,25,Kalaburagi,Karnataka,35.53,0.444633352,28
Acute Gastroenteritis,25,Kolar,Karnataka,32.5566666,0.160012361,70
Acute Diarrhoeal Disease,25,Khargone,Madhya Pradesh,35.99,0.058590785,33
Cholera,25,Jalandhar,Punjab,35.44,0.426221526,414
Cholera,25,Ludhiana,Punjab,35.44,0.426221526,86
Acute Diarrhoeal Disease,25,Rupnagar,Punjab,33.45,0.611612953,61
Acute Diarrhoeal Disease,25,Sikar,Rajasthan,36.894,0.142410496,24
Dengue,25,Salem,Tamil Nadu,35.55,0.145339094,18
Acute Diarrhoeal Disease,25,Tiruvallur,Tamil Nadu,36.83,0.243030709,14
Dengue,25,Tiruvannamalai,Tamil Nadu,40.17,0.297460585,26
Acute Diarrhoeal Disease,25,Rajnandgaon,Chhattisgarh,39.28,0.188814781,21
Cholera,25,Gandhinagar,Gujarat,37.09,0.084404294,189
Acute Gastroenteritis,25,Poonch,Jammu and Kashmir,30.1,0.05117538,892
Dengue,25,Mandya,Karnataka,27.03,0.428952439,28
Chikungunya,25,Tumkur,Karnataka,31.1433334,0.143363781,73
Acute Diarrhoeal Disease,25,Ratlam,Madhya Pradesh,38.625,0.211301992,425
Acute Diarrhoeal Disease,25,Osmanabad,Maharashtra,35.07,0.400107009,368
Chikungunya,25,Satara,Maharashtra,33.11,0.576351316,52
Acute Diarrhoeal Disease,26,Jashpur,Chhattisgarh,34.31,0.627527638,14
Malaria,26,Mahasamund,Chhattisgarh,31.59,1.129699366,13
Cholera,26,Anand,Gujarat,35.89,0.919054348,57
Dengue,26,Saraikela Kharsawan,Jharkhand,36.1366666,1.191417932,8
Dengue,26,Hassan,Karnataka,30.5366666,0.220127637,16
Dengue,26,Tumkur,Karnataka,27.75,0.25399925,30
Acute Diarrhoeal Disease,26,Kolhapur,Maharashtra,33.73,0.254611781,25
Acute Diarrhoeal Disease,26,Nagpur,Maharashtra,41.12,0.121524035,100
Acute Diarrhoeal Disease,26,Sindhudurg,Maharashtra,26.695,0.734604047,16
Acute Diarrhoeal Disease,26,Khargone,Madhya Pradesh,36.886,0.246397149,72
Acute Diarrhoeal Disease,26,Khargone,Madhya Pradesh,37.1,0.625376541,337
Malaria,26,Kiphire,Nagaland,20.22,1.031485147,5
Acute Diarrhoeal Disease,26,Kamareddy,Telangana,33.1366666,0.108548091,185
Acute Diarrhoeal Disease,26,Rajanna Sircilla,Telangana,28.99,0.300418675,29
Acute Diarrhoeal Disease,26,Mirzapur,Uttar Pradesh,39.162,0.20175338,16
Acute Diarrhoeal Disease,26,Varanasi,Uttar Pradesh,37.74,0.304407299,16
Acute Diarrhoeal Disease,26,Bemetara,Chhattisgarh,49.598,0.016813749,38
Acute Diarrhoeal Disease,26,Bemetara,Chhattisgarh,47.6833334,0.008388125,33
Acute Diarrhoeal Disease,26,Bemetara,Chhattisgarh,42.69,0.296426079,157
Dengue,26,Palakkad,Kerala,31.165,0.65511714,300
Dengue,26,Palakkad,Kerala,31.165,0.65511714,76
Acute Diarrhoeal Disease,27,Arwal,Bihar,26.09,1.90087107,12
Acute Diarrhoeal Disease,27,Kangra,Himachal Pradesh,16.84,1.668347205,32
Acute Diarrhoeal Disease,27,Hassan,Karnataka,32.89,0.154937477,20
Chikungunya,27,Ramanagara,Karnataka,31.43,0.143509236,19
Chikungunya,27,Satara,Maharashtra,33.12,0.141051471,53
Cholera,27,Moga,Punjab,28.882,0.131497755,21
Acute Diarrhoeal Disease,27,Madurai,Tamil Nadu,43.69,0.137763819,33
Acute Diarrhoeal Disease,27,Kamareddy,Telangana,27.4,0.362047798,11
Cholera,27,Vadodara,Gujarat,35.47,0.796110862,19
Acute Diarrhoeal Disease,27,Aurangabad,Maharashtra,36.07,0.689288195,83
Acute Diarrhoeal Disease,27,Nizamabad,Telangana,42.68,0.46658001,18
Dengue,27,Davangere,Karnataka,32.43,0.159931551,48
Malaria,28,Kadapa,Andhra Pradesh,36.87,0.147160575,7
Acute Encephalitis Syndrome,28,Nagaon,Assam,31.99,1.123399282,48
Acute Diarrhoeal Disease,28,Kheda,Gujarat,30.47,5.679999853,45
Acute Diarrhoeal Disease,28,Mahesana,Gujarat,37.34,0.110457854,59
Acute Diarrhoeal Disease,28,Karnal,Haryana,27.962,0.133937759,10
Acute Diarrhoeal Disease,28,Kullu,Himachal Pradesh,14.858,0.500901797,210
Acute Diarrhoeal Disease,28,Kupwara,Jammu and Kashmir,19.955,0.477207804,75
Dengue,28,Sehore,Madhya Pradesh,36.01,0.181617011,49
Cholera,28,Ratnagiri,Maharashtra,25.3,0.600488813,83
Cholera,28,Ludhiana,Punjab,29.126,0.314162747,171
Cholera,28,Sangrur,Punjab,27.67,0.231672913,124
Acute Diarrhoeal Disease,28,Baran,Rajasthan,37.665,0.01665119,97
Acute Diarrhoeal Disease,28,Dungarpur,Rajasthan,10.15,0.643086119,10
Dengue,28,Sivaganga,Tamil Nadu,38.55,0.127284968,19
Dengue,28,Tirunelveli,Tamil Nadu,36.41,0.025918766,37
Acute Diarrhoeal Disease,28,Vellore,Tamil Nadu,34.33,0.058521038,13
Acute Gastroenteritis,28,Mahabubabad,Telangana,28.77,0.394396854,9
Acute Gastroenteritis,28,Warangal,Telangana,32.39,0.156797745,22
Acute Encephalitis Syndrome,28,Dibrugarh,Assam,23.394,0.00035947,33
Acute Gastroenteritis,28,Washim,Maharashtra,35.978,0.20412671,21
Dengue,28,Churachandpur,Manipur,28.2333334,0.130061748,25
Acute Diarrhoeal Disease,28,Burdwan,West Bengal,34.0366666,0.69808446,71
Acute Diarrhoeal Disease,28,North 24 Parganas,West Bengal,22.81,0.675513068,193
Dengue,29,Kalaburagi,Karnataka,29.05,1.271991719,24
Chikungunya,29,Hassan,Karnataka,34.23,0.446481103,15
